GO.ID	term	gProfiler.p_value	clustProfiler.p_value	topGO.p_value	significant_count	included_count
GO:0031117	positive regulation of microtubule depol...	NA	NA	0.90948	1	1
GO:0031947	negative regulation of glucocorticoid bi...	NA	NA	0.90948	1	1
GO:0032238	adenosine transport	NA	NA	0.90948	1	1
GO:0032497	detection of lipopolysaccharide	NA	NA	0.90948	1	1
GO:0032571	response to vitamin K	NA	NA	0.90948	1	1
GO:0032811	negative regulation of epinephrine secre...	NA	NA	0.90948	1	1
GO:0033602	negative regulation of dopamine secretio...	NA	NA	0.90948	1	1
GO:0034241	positive regulation of macrophage fusion	NA	NA	0.90948	1	1
GO:0035469	determination of pancreatic left/right a...	NA	NA	0.90948	1	1
GO:0035523	protein K29-linked deubiquitination	NA	NA	0.90948	1	1
GO:0035962	response to interleukin-13	NA	NA	0.90948	1	1
GO:0036343	psychomotor behavior	NA	NA	0.90948	1	1
GO:0036515	serotonergic neuron axon guidance	NA	NA	0.90948	1	1
GO:0042297	vocal learning	NA	NA	0.90948	1	1
GO:0042997	negative regulation of Golgi to plasma m...	NA	NA	0.90948	1	1
GO:0043335	protein unfolding	NA	NA	0.90948	1	1
GO:0045188	regulation of circadian sleep/wake cycle...	NA	NA	0.90948	1	1
GO:0045629	negative regulation of T-helper 2 cell d...	NA	NA	0.90948	1	1
GO:0046050	UMP catabolic process	NA	NA	0.90948	1	1
GO:0046340	diacylglycerol catabolic process	NA	NA	0.90948	1	1
GO:0051103	DNA ligation involved in DNA repair	NA	NA	0.90948	1	1
GO:0051884	regulation of timing of anagen	NA	NA	0.90948	1	1
GO:0060011	Sertoli cell proliferation	NA	NA	0.90948	1	1
GO:0060028	convergent extension involved in axis el...	NA	NA	0.90948	1	1
GO:0060481	lobar bronchus epithelium development	NA	NA	0.90948	1	1
GO:0060591	chondroblast differentiation	NA	NA	0.90948	1	1
GO:0060662	salivary gland cavitation	NA	NA	0.90948	1	1
GO:0060664	epithelial cell proliferation involved i...	NA	NA	0.90948	1	1
GO:0060687	regulation of branching involved in pros...	NA	NA	0.90948	1	1
GO:0061590	calcium activated phosphatidylcholine sc...	NA	NA	0.90948	1	1
GO:0061737	leukotriene signaling pathway	NA	NA	0.90948	1	1
GO:0070175	positive regulation of enamel mineraliza...	NA	NA	0.90948	1	1
GO:0070836	caveola assembly	NA	NA	0.90948	1	1
GO:0070948	regulation of neutrophil mediated cytoto...	NA	NA	0.90948	1	1
GO:0071284	cellular response to lead ion	NA	NA	0.90948	1	1
GO:0071799	cellular response to prostaglandin D sti...	NA	NA	0.90948	1	1
GO:0072011	glomerular endothelium development	NA	NA	0.90948	1	1
GO:0072162	metanephric mesenchymal cell differentia...	NA	NA	0.90948	1	1
GO:0072179	nephric duct formation	NA	NA	0.90948	1	1
GO:0086045	membrane depolarization during AV node c...	NA	NA	0.90948	1	1
GO:0086046	membrane depolarization during SA node c...	NA	NA	0.90948	1	1
GO:0090080	positive regulation of MAPKKK cascade by...	NA	NA	0.90948	1	1
GO:0090193	positive regulation of glomerulus develo...	NA	NA	0.90948	1	1
GO:0097114	NMDA glutamate receptor clustering	NA	NA	0.90948	1	1
GO:0097116	gephyrin clustering involved in postsyna...	NA	NA	0.90948	1	1
GO:0097241	hematopoietic stem cell migration to bon...	NA	NA	0.90948	1	1
GO:0097252	oligodendrocyte apoptotic process	NA	NA	0.90948	1	1
GO:0097638	L-arginine import across plasma membrane	NA	NA	0.90948	1	1
GO:0098735	positive regulation of the force of hear...	NA	NA	0.90948	1	1
GO:0099140	presynaptic actin cytoskeleton organizat...	NA	NA	0.90948	1	1
GO:0140206	dipeptide import across plasma membrane	NA	NA	0.90948	1	1
GO:0141201	pyroptotic cell death	NA	NA	0.90948	1	1
GO:0150099	neuron-glial cell signaling	NA	NA	0.90948	1	1
GO:1902219	negative regulation of intrinsic apoptot...	NA	NA	0.90948	1	1
GO:1902775	mitochondrial large ribosomal subunit as...	NA	NA	0.90948	1	1
GO:1904906	positive regulation of endothelial cell-...	NA	NA	0.90948	1	1
GO:1905150	regulation of voltage-gated sodium chann...	NA	NA	0.90948	1	1
GO:1905516	positive regulation of fertilization	NA	NA	0.90948	1	1
GO:1905563	negative regulation of vascular endothel...	NA	NA	0.90948	1	1
GO:1905605	positive regulation of blood-brain barri...	NA	NA	0.90948	1	1
GO:1905867	epididymis development	NA	NA	0.90948	1	1
GO:2000340	positive regulation of chemokine (C-X-C ...	NA	NA	0.90948	1	1
GO:2001205	negative regulation of osteoclast develo...	NA	NA	0.90948	1	1
GO:0032823	regulation of natural killer cell differ...	NA	NA	0.90949	1	1
GO:0045838	positive regulation of membrane potentia...	NA	NA	0.90949	1	1
GO:0045989	positive regulation of striated muscle c...	NA	NA	0.90949	1	1
GO:0042482	positive regulation of odontogenesis	NA	NA	0.90949	1	1
GO:0043308	eosinophil degranulation	NA	NA	0.90949	1	1
GO:0060836	lymphatic endothelial cell differentiati...	NA	NA	0.90949	1	1
GO:1903764	regulation of potassium ion export acros...	NA	NA	0.90949	1	1
GO:0032375	negative regulation of cholesterol trans...	NA	NA	0.90949	1	1
GO:0072075	metanephric mesenchyme development	NA	NA	0.9095	1	1
GO:1905278	positive regulation of epithelial tube f...	NA	NA	0.9095	1	1
GO:0014733	regulation of skeletal muscle adaptation	NA	NA	0.90951	1	1
GO:0021532	neural tube patterning	NA	NA	0.90951	1	1
GO:0002438	acute inflammatory response to antigenic...	NA	NA	0.90951	1	1
GO:0072044	collecting duct development	NA	NA	0.90951	1	1
GO:0021602	cranial nerve morphogenesis	NA	NA	0.90952	1	1
GO:0106049	regulation of cellular response to osmot...	NA	NA	0.90952	1	1
GO:0034776	response to histamine	NA	NA	0.90953	1	1
GO:1902259	regulation of delayed rectifier potassiu...	NA	NA	0.90955	1	1
GO:0021513	spinal cord dorsal/ventral patterning	NA	NA	0.90957	1	1
GO:0060033	anatomical structure regression	NA	NA	0.90957	1	1
GO:0060046	regulation of acrosome reaction	NA	NA	0.90957	1	1
GO:0046683	response to organophosphorus	NA	NA	0.90958	1	1
GO:0031128	developmental induction	NA	NA	0.90958	1	1
GO:0050920	regulation of chemotaxis	NA	NA	0.90959	1	1
GO:0141005	retrotransposon silencing by heterochrom...	NA	NA	0.90959	1	1
GO:0008038	neuron recognition	NA	NA	0.9096	1	1
GO:0034112	positive regulation of homotypic cell-ce...	NA	NA	0.90962	1	1
GO:0008211	glucocorticoid metabolic process	NA	NA	0.90962	1	1
GO:0009617	response to bacterium	NA	NA	0.90963	1	1
GO:0002673	regulation of acute inflammatory respons...	NA	NA	0.90963	1	1
GO:0014046	dopamine secretion	NA	NA	0.90967	1	1
GO:0003352	regulation of cilium movement	NA	NA	0.90985	1	1
GO:0050913	sensory perception of bitter taste	NA	NA	0.90996	1	1
GO:0032689	negative regulation of type II interfero...	NA	NA	0.91041	1	1
GO:0042311	vasodilation	NA	NA	0.91062	1	1
GO:0030574	collagen catabolic process	NA	NA	0.91067	1	1
GO:0032722	positive regulation of chemokine product...	NA	NA	0.91105	1	1
GO:0035025	positive regulation of Rho protein signa...	NA	NA	0.91136	1	1
GO:0045880	positive regulation of smoothened signal...	NA	NA	0.91136	1	1
GO:0061436	establishment of skin barrier	NA	NA	0.91243	1	1
GO:0060348	bone development	NA	NA	0.91275	1	1
GO:0009062	fatty acid catabolic process	NA	NA	0.91277	1	1
GO:0045116	protein neddylation	NA	NA	0.91297	1	1
GO:0060317	cardiac epithelial to mesenchymal transi...	NA	NA	0.91309	1	1
GO:0099010	modification of postsynaptic structure	NA	NA	0.9131	1	1
GO:0061042	vascular wound healing	NA	NA	0.91312	1	1
GO:0031639	plasminogen activation	NA	NA	0.91313	1	1
GO:0070234	positive regulation of T cell apoptotic ...	NA	NA	0.91315	1	1
GO:0060445	branching involved in salivary gland mor...	NA	NA	0.91318	1	1
GO:0098885	modification of postsynaptic actin cytos...	NA	NA	0.91319	1	1
GO:0000076	DNA replication checkpoint signaling	NA	NA	0.91319	1	1
GO:0001659	temperature homeostasis	NA	NA	0.9132	1	1
GO:0015816	glycine transport	NA	NA	0.9132	1	1
GO:0006048	UDP-N-acetylglucosamine biosynthetic pro...	NA	NA	0.9132	1	1
GO:0048733	sebaceous gland development	NA	NA	0.9132	1	1
GO:0033194	response to hydroperoxide	NA	NA	0.9132	1	1
GO:0033622	integrin activation	NA	NA	0.91321	1	1
GO:0036462	TRAIL-activated apoptotic signaling path...	NA	NA	0.91322	1	1
GO:0048048	embryonic eye morphogenesis	NA	NA	0.91323	1	1
GO:0002553	histamine secretion by mast cell	NA	NA	0.91323	1	1
GO:0009629	response to gravity	NA	NA	0.91323	1	1
GO:0010890	positive regulation of sequestering of t...	NA	NA	0.91323	1	1
GO:0019530	taurine metabolic process	NA	NA	0.91323	1	1
GO:0042420	dopamine catabolic process	NA	NA	0.91323	1	1
GO:0043382	positive regulation of memory T cell dif...	NA	NA	0.91323	1	1
GO:0044597	daunorubicin metabolic process	NA	NA	0.91323	1	1
GO:0046886	positive regulation of hormone biosynthe...	NA	NA	0.91323	1	1
GO:0048743	positive regulation of skeletal muscle f...	NA	NA	0.91323	1	1
GO:0051593	response to folic acid	NA	NA	0.91323	1	1
GO:0060296	regulation of cilium beat frequency invo...	NA	NA	0.91323	1	1
GO:0060426	lung vasculature development	NA	NA	0.91323	1	1
GO:0060484	lung-associated mesenchyme development	NA	NA	0.91323	1	1
GO:0061518	microglial cell proliferation	NA	NA	0.91323	1	1
GO:0070292	N-acylphosphatidylethanolamine metabolic...	NA	NA	0.91323	1	1
GO:0070782	phosphatidylserine exposure on apoptotic...	NA	NA	0.91323	1	1
GO:0071918	urea transmembrane transport	NA	NA	0.91323	1	1
GO:1900748	positive regulation of vascular endothel...	NA	NA	0.91323	1	1
GO:1903028	positive regulation of opsonization	NA	NA	0.91323	1	1
GO:1903251	multi-ciliated epithelial cell different...	NA	NA	0.91323	1	1
GO:1904491	protein localization to ciliary transiti...	NA	NA	0.91323	1	1
GO:1990314	cellular response to insulin-like growth...	NA	NA	0.91323	1	1
GO:0042487	regulation of odontogenesis of dentin-co...	NA	NA	0.91324	1	1
GO:0086014	atrial cardiac muscle cell action potent...	NA	NA	0.91325	1	1
GO:0007144	female meiosis I	NA	NA	0.91326	1	1
GO:0051797	regulation of hair follicle development	NA	NA	0.91326	1	1
GO:0016042	lipid catabolic process	NA	NA	0.9133	1	1
GO:0045217	cell-cell junction maintenance	NA	NA	0.9133	1	1
GO:0006081	cellular aldehyde metabolic process	NA	NA	0.91331	1	1
GO:0042693	muscle cell fate commitment	NA	NA	0.91331	1	1
GO:0070633	transepithelial transport	NA	NA	0.91336	1	1
GO:0071312	cellular response to alkaloid	NA	NA	0.91338	1	1
GO:0060351	cartilage development involved in endoch...	NA	NA	0.91345	1	1
GO:0010811	positive regulation of cell-substrate ad...	NA	NA	0.91347	1	1
GO:0042730	fibrinolysis	NA	NA	0.91351	1	1
GO:0021517	ventral spinal cord development	NA	NA	0.91357	1	1
GO:0046849	bone remodeling	NA	NA	0.91358	1	1
GO:0001508	action potential	NA	NA	0.91362	1	1
GO:0035313	wound healing, spreading of epidermal ce...	NA	NA	0.91363	1	1
GO:0003091	renal water homeostasis	NA	NA	0.91374	1	1
GO:0090280	positive regulation of calcium ion impor...	NA	NA	0.91374	1	1
GO:0033630	positive regulation of cell adhesion med...	NA	NA	0.91379	1	1
GO:0007158	neuron cell-cell adhesion	NA	NA	0.91384	1	1
GO:0032230	positive regulation of synaptic transmis...	NA	NA	0.91384	1	1
GO:0090660	cerebrospinal fluid circulation	NA	NA	0.91384	1	1
GO:1900006	positive regulation of dendrite developm...	NA	NA	0.91384	1	1
GO:1904948	midbrain dopaminergic neuron differentia...	NA	NA	0.91384	1	1
GO:0051968	positive regulation of synaptic transmis...	NA	NA	0.9139	1	1
GO:0001964	startle response	NA	NA	0.91392	1	1
GO:0015698	inorganic anion transport	NA	NA	0.91395	1	1
GO:0035987	endodermal cell differentiation	NA	NA	0.91396	1	1
GO:0001958	endochondral ossification	NA	NA	0.91403	1	1
GO:0043588	skin development	NA	NA	0.91473	1	1
GO:0008210	estrogen metabolic process	NA	NA	0.91615	1	1
GO:0007276	gamete generation	NA	NA	0.91659	1	1
GO:0001654	eye development	NA	NA	0.91731	1	1
GO:0048662	negative regulation of smooth muscle cel...	NA	NA	0.91921	1	1
GO:0048741	skeletal muscle fiber development	NA	NA	0.91929	1	1
GO:0090102	cochlea development	NA	NA	0.91985	1	1
GO:0007520	myoblast fusion	NA	NA	0.92348	1	1
GO:0045806	negative regulation of endocytosis	NA	NA	0.9246	1	1
GO:0001886	endothelial cell morphogenesis	NA	NA	0.92502	1	1
GO:0010572	positive regulation of platelet activati...	NA	NA	0.92502	1	1
GO:0060287	epithelial cilium movement involved in d...	NA	NA	0.92502	1	1
GO:0060670	branching involved in labyrinthine layer...	NA	NA	0.92502	1	1
GO:0070294	renal sodium ion absorption	NA	NA	0.92502	1	1
GO:0071377	cellular response to glucagon stimulus	NA	NA	0.92502	1	1
GO:1900426	positive regulation of defense response ...	NA	NA	0.92502	1	1
GO:0043584	nose development	NA	NA	0.92503	1	1
GO:0003254	regulation of membrane depolarization	NA	NA	0.9251	1	1
GO:0007224	smoothened signaling pathway	NA	NA	0.92627	1	1
GO:0006936	muscle contraction	NA	NA	0.92817	1	1
GO:0090026	positive regulation of monocyte chemotax...	NA	NA	0.92928	1	1
GO:0033344	cholesterol efflux	NA	NA	0.92928	1	1
GO:2000647	negative regulation of stem cell prolife...	NA	NA	0.92929	1	1
GO:0048745	smooth muscle tissue development	NA	NA	0.9293	1	1
GO:0097746	blood vessel diameter maintenance	NA	NA	0.93016	1	1
GO:0048665	neuron fate specification	NA	NA	0.9317	1	1
GO:0035094	response to nicotine	NA	NA	0.93175	1	1
GO:0051480	regulation of cytosolic calcium ion conc...	NA	NA	0.93184	1	1
GO:0061564	axon development	NA	NA	0.93332	1	1
GO:0007214	gamma-aminobutyric acid signaling pathwa...	NA	NA	0.93428	1	1
GO:0045840	positive regulation of mitotic nuclear d...	NA	NA	0.93432	1	1
GO:0035329	hippo signaling	NA	NA	0.93635	1	1
GO:0071880	adenylate cyclase-activating adrenergic ...	NA	NA	0.93666	1	1
GO:0060135	maternal process involved in female preg...	NA	NA	0.93671	1	1
GO:0018108	peptidyl-tyrosine phosphorylation	NA	NA	0.93672	1	1
GO:0051145	smooth muscle cell differentiation	NA	NA	0.93678	1	1
GO:0034375	high-density lipoprotein particle remode...	NA	NA	0.93684	1	1
GO:0036159	inner dynein arm assembly	NA	NA	0.93684	1	1
GO:0061760	antifungal innate immune response	NA	NA	0.93688	1	1
GO:0007292	female gamete generation	NA	NA	0.93714	1	1
GO:0051899	membrane depolarization	NA	NA	0.93797	1	1
GO:0000395	mRNA 5'-splice site recognition	NA	NA	0.9383	1	1
GO:0006874	intracellular calcium ion homeostasis	NA	NA	0.93924	1	1
GO:0010466	negative regulation of peptidase activit...	NA	NA	0.94089	1	1
GO:2000279	negative regulation of DNA biosynthetic ...	NA	NA	0.94104	1	1
GO:1904645	response to amyloid-beta	NA	NA	0.94115	1	1
GO:0003333	amino acid transmembrane transport	NA	NA	0.94116	1	1
GO:0038166	angiotensin-activated signaling pathway	NA	NA	0.94118	1	1
GO:1902514	regulation of calcium ion transmembrane ...	NA	NA	0.94119	1	1
GO:0099558	maintenance of synapse structure	NA	NA	0.94121	1	1
GO:0043031	negative regulation of macrophage activa...	NA	NA	0.94122	1	1
GO:0060575	intestinal epithelial cell differentiati...	NA	NA	0.94123	1	1
GO:0015909	long-chain fatty acid transport	NA	NA	0.94124	1	1
GO:0060413	atrial septum morphogenesis	NA	NA	0.94125	1	1
GO:0090281	negative regulation of calcium ion impor...	NA	NA	0.94125	1	1
GO:0050667	homocysteine metabolic process	NA	NA	0.94126	1	1
GO:0022605	mammalian oogenesis stage	NA	NA	0.94128	1	1
GO:0098970	postsynaptic neurotransmitter receptor d...	NA	NA	0.94128	1	1
GO:0003253	cardiac neural crest cell migration invo...	NA	NA	0.94129	1	1
GO:0006228	UTP biosynthetic process	NA	NA	0.94129	1	1
GO:0009650	UV protection	NA	NA	0.94129	1	1
GO:0022400	regulation of opsin-mediated signaling p...	NA	NA	0.94129	1	1
GO:0031666	positive regulation of lipopolysaccharid...	NA	NA	0.94129	1	1
GO:0034080	CENP-A containing chromatin assembly	NA	NA	0.94129	1	1
GO:0038060	nitric oxide-cGMP-mediated signaling	NA	NA	0.94129	1	1
GO:0043950	positive regulation of cAMP-mediated sig...	NA	NA	0.94129	1	1
GO:0044598	doxorubicin metabolic process	NA	NA	0.94129	1	1
GO:0061626	pharyngeal arch artery morphogenesis	NA	NA	0.94129	1	1
GO:0071314	cellular response to cocaine	NA	NA	0.94129	1	1
GO:0097105	presynaptic membrane assembly	NA	NA	0.94129	1	1
GO:0097475	motor neuron migration	NA	NA	0.94131	1	1
GO:0008543	fibroblast growth factor receptor signal...	NA	NA	0.94131	1	1
GO:0019370	leukotriene biosynthetic process	NA	NA	0.94133	1	1
GO:0003417	growth plate cartilage development	NA	NA	0.94134	1	1
GO:0055117	regulation of cardiac muscle contraction	NA	NA	0.94136	1	1
GO:1901317	regulation of flagellated sperm motility	NA	NA	0.94144	1	1
GO:0048599	oocyte development	NA	NA	0.94173	1	1
GO:0050909	sensory perception of taste	NA	NA	0.94195	1	1
GO:0001658	branching involved in ureteric bud morph...	NA	NA	0.94262	1	1
GO:0002221	pattern recognition receptor signaling p...	NA	NA	0.94276	1	1
GO:0043010	camera-type eye development	NA	NA	0.94291	1	1
GO:0072359	circulatory system development	NA	NA	0.94301	1	1
GO:0051222	positive regulation of protein transport	NA	NA	0.94332	1	1
GO:2001056	positive regulation of cysteine-type end...	NA	NA	0.94348	1	1
GO:0051346	negative regulation of hydrolase activit...	NA	NA	0.9437	1	1
GO:0010907	positive regulation of glucose metabolic...	NA	NA	0.94379	1	1
GO:0099590	neurotransmitter receptor internalizatio...	NA	NA	0.9438	1	1
GO:0042158	lipoprotein biosynthetic process	NA	NA	0.94385	1	1
GO:0051055	negative regulation of lipid biosyntheti...	NA	NA	0.94387	1	1
GO:1902475	L-alpha-amino acid transmembrane transpo...	NA	NA	0.94389	1	1
GO:0060561	apoptotic process involved in morphogene...	NA	NA	0.9439	1	1
GO:0002719	negative regulation of cytokine producti...	NA	NA	0.9439	1	1
GO:1903490	positive regulation of mitotic cytokines...	NA	NA	0.94393	1	1
GO:0046850	regulation of bone remodeling	NA	NA	0.94395	1	1
GO:0060008	Sertoli cell differentiation	NA	NA	0.94397	1	1
GO:0021879	forebrain neuron differentiation	NA	NA	0.94397	1	1
GO:0048755	branching morphogenesis of a nerve	NA	NA	0.94397	1	1
GO:0009988	cell-cell recognition	NA	NA	0.94397	1	1
GO:0043457	regulation of cellular respiration	NA	NA	0.94398	1	1
GO:0035864	response to potassium ion	NA	NA	0.94399	1	1
GO:0046487	glyoxylate metabolic process	NA	NA	0.94399	1	1
GO:0002934	desmosome organization	NA	NA	0.94399	1	1
GO:0003309	type B pancreatic cell differentiation	NA	NA	0.944	1	1
GO:0046222	aflatoxin metabolic process	NA	NA	0.944	1	1
GO:0046836	glycolipid transport	NA	NA	0.944	1	1
GO:0048859	formation of anatomical boundary	NA	NA	0.944	1	1
GO:0060372	regulation of atrial cardiac muscle cell...	NA	NA	0.944	1	1
GO:0072307	regulation of metanephric nephron tubule...	NA	NA	0.944	1	1
GO:0046033	AMP metabolic process	NA	NA	0.94401	1	1
GO:0061762	CAMKK-AMPK signaling cascade	NA	NA	0.94401	1	1
GO:0035754	B cell chemotaxis	NA	NA	0.94401	1	1
GO:0061669	spontaneous neurotransmitter secretion	NA	NA	0.94401	1	1
GO:0070092	regulation of glucagon secretion	NA	NA	0.94401	1	1
GO:0048247	lymphocyte chemotaxis	NA	NA	0.94402	1	1
GO:0001951	intestinal D-glucose absorption	NA	NA	0.94402	1	1
GO:0002023	reduction of food intake in response to ...	NA	NA	0.94402	1	1
GO:0002085	inhibition of neuroepithelial cell diffe...	NA	NA	0.94402	1	1
GO:0003166	bundle of His development	NA	NA	0.94402	1	1
GO:0006116	NADH oxidation	NA	NA	0.94402	1	1
GO:0006249	dCMP catabolic process	NA	NA	0.94402	1	1
GO:0006682	galactosylceramide biosynthetic process	NA	NA	0.94402	1	1
GO:0007195	adenylate cyclase-inhibiting dopamine re...	NA	NA	0.94402	1	1
GO:0008078	mesodermal cell migration	NA	NA	0.94402	1	1
GO:0008582	regulation of synaptic assembly at neuro...	NA	NA	0.94402	1	1
GO:0009449	gamma-aminobutyric acid biosynthetic pro...	NA	NA	0.94402	1	1
GO:0009992	intracellular water homeostasis	NA	NA	0.94402	1	1
GO:0010700	negative regulation of norepinephrine se...	NA	NA	0.94402	1	1
GO:0010754	negative regulation of cGMP-mediated sig...	NA	NA	0.94402	1	1
GO:0015862	uridine transmembrane transport	NA	NA	0.94402	1	1
GO:0016255	attachment of GPI anchor to protein	NA	NA	0.94402	1	1
GO:0017085	response to insecticide	NA	NA	0.94402	1	1
GO:0030913	paranodal junction assembly	NA	NA	0.94402	1	1
