GO.ID	Term	Annotated	Significant	Expected	Rank in weightFisher	classicFisher	weightFisher	p.adj
GO:1901953	positive regulation of anterograde dense...	3	1	1.15	6917	0.76412	0.76337	1
GO:1901979	regulation of inward rectifier potassium...	3	1	1.15	6918	0.76412	0.76337	1
GO:1902034	negative regulation of hematopoietic ste...	3	1	1.15	6919	0.76412	0.76337	1
GO:1902109	negative regulation of mitochondrial mem...	3	1	1.15	6920	0.76412	0.76337	1
GO:1902227	negative regulation of macrophage colony...	3	1	1.15	6921	0.76412	0.76337	1
GO:1902238	regulation of intrinsic apoptotic signal...	3	1	1.15	6922	0.76412	0.76337	1
GO:1902287	semaphorin-plexin signaling pathway invo...	3	1	1.15	6923	0.76412	0.76337	1
GO:1902426	deactivation of mitotic spindle assembly...	3	1	1.15	6924	0.76412	0.76337	1
GO:1902564	negative regulation of neutrophil activa...	3	1	1.15	6925	0.76412	0.76337	1
GO:1902870	negative regulation of amacrine cell dif...	3	1	1.15	6926	0.76412	0.76337	1
GO:1902896	terminal web assembly	3	1	1.15	6927	0.76412	0.76337	1
GO:1903012	positive regulation of bone development	3	1	1.15	6928	0.76412	0.76337	1
GO:1903392	negative regulation of adherens junction...	3	1	1.15	6929	0.76412	0.76337	1
GO:1903644	regulation of chaperone-mediated protein...	3	1	1.15	6930	0.76412	0.76337	1
GO:1903712	cysteine transmembrane transport	3	1	1.15	6931	0.76412	0.76337	1
GO:1903766	positive regulation of potassium ion exp...	3	1	1.15	6932	0.76412	0.76337	1
GO:1903791	uracil transmembrane transport	3	1	1.15	6933	0.76412	0.76337	1
GO:1903988	iron ion export across plasma membrane	3	1	1.15	6934	0.76412	0.76337	1
GO:1904017	cellular response to Thyroglobulin triio...	3	1	1.15	6935	0.76412	0.76337	1
GO:1904093	negative regulation of autophagic cell d...	3	1	1.15	6936	0.76412	0.76337	1
GO:1904237	positive regulation of substrate-depende...	3	1	1.15	6937	0.76412	0.76337	1
GO:1904339	negative regulation of dopaminergic neur...	3	1	1.15	6938	0.76412	0.76337	1
GO:1904340	positive regulation of dopaminergic neur...	3	1	1.15	6939	0.76412	0.76337	1
GO:1904373	response to kainic acid	3	1	1.15	6940	0.76412	0.76337	1
GO:1904390	cone retinal bipolar cell differentiatio...	3	1	1.15	6941	0.76412	0.76337	1
GO:1904398	positive regulation of neuromuscular jun...	3	1	1.15	6942	0.76412	0.76337	1
GO:1904447	folate import across plasma membrane	3	1	1.15	6943	0.76412	0.76337	1
GO:1904466	positive regulation of matrix metallopep...	3	1	1.15	6944	0.76412	0.76337	1
GO:1904614	response to biphenyl	3	1	1.15	6945	0.76412	0.76337	1
GO:1904691	negative regulation of type B pancreatic...	3	1	1.15	6946	0.76412	0.76337	1
GO:1904837	beta-catenin-TCF complex assembly	3	1	1.15	6947	0.76412	0.76337	1
GO:1904851	positive regulation of establishment of ...	3	1	1.15	6948	0.76412	0.76337	1
GO:1904891	positive regulation of excitatory synaps...	3	1	1.15	6949	0.76412	0.76337	1
GO:1904977	lymphatic endothelial cell migration	3	1	1.15	6950	0.76412	0.76337	1
GO:1905075	positive regulation of tight junction di...	3	1	1.15	6951	0.76412	0.76337	1
GO:1905242	response to 3,3',5-triiodo-L-thyronine	3	1	1.15	6952	0.76412	0.76337	1
GO:1905333	regulation of gastric motility	3	1	1.15	6953	0.76412	0.76337	1
GO:1905344	prostaglandin catabolic process	3	1	1.15	6954	0.76412	0.76337	1
GO:1905704	positive regulation of inhibitory synaps...	3	1	1.15	6955	0.76412	0.76337	1
GO:1905786	positive regulation of anaphase-promotin...	3	1	1.15	6956	0.76412	0.76337	1
GO:1905885	positive regulation of triglyceride tran...	3	1	1.15	6957	0.76412	0.76337	1
GO:1990402	embryonic liver development	3	1	1.15	6958	0.76412	0.76337	1
GO:1990478	response to ultrasound	3	1	1.15	6959	0.76412	0.76337	1
GO:1990502	dense core granule maturation	3	1	1.15	6960	0.76412	0.76337	1
GO:1990654	sebum secreting cell proliferation	3	1	1.15	6961	0.76412	0.76337	1
GO:1990859	cellular response to endothelin	3	1	1.15	6962	0.76412	0.76337	1
GO:1990959	eosinophil homeostasis	3	1	1.15	6963	0.76412	0.76337	1
GO:2000111	positive regulation of macrophage apopto...	3	1	1.15	6964	0.76412	0.76337	1
GO:2000170	positive regulation of peptidyl-cysteine...	3	1	1.15	6965	0.76412	0.76337	1
GO:2000182	regulation of progesterone biosynthetic ...	3	1	1.15	6966	0.76412	0.76337	1
GO:2000195	negative regulation of female gonad deve...	3	1	1.15	6967	0.76412	0.76337	1
GO:2000233	negative regulation of rRNA processing	3	1	1.15	6968	0.76412	0.76337	1
GO:2000302	positive regulation of synaptic vesicle ...	3	1	1.15	6969	0.76412	0.76337	1
GO:2000370	positive regulation of clathrin-dependen...	3	1	1.15	6970	0.76412	0.76337	1
GO:2000381	negative regulation of mesoderm developm...	3	1	1.15	6971	0.76412	0.76337	1
GO:2000474	regulation of opioid receptor signaling ...	3	1	1.15	6972	0.76412	0.76337	1
GO:2000494	positive regulation of interleukin-18-me...	3	1	1.15	6973	0.76412	0.76337	1
GO:2000525	positive regulation of T cell costimulat...	3	1	1.15	6974	0.76412	0.76337	1
GO:2000547	regulation of dendritic cell dendrite as...	3	1	1.15	6975	0.76412	0.76337	1
GO:2000676	positive regulation of type B pancreatic...	3	1	1.15	6976	0.76412	0.76337	1
GO:2000809	positive regulation of synaptic vesicle ...	3	1	1.15	6977	0.76412	0.76337	1
GO:2000860	positive regulation of aldosterone secre...	3	1	1.15	6978	0.76412	0.76337	1
GO:2000864	regulation of estradiol secretion	3	1	1.15	6979	0.76412	0.76337	1
GO:2000974	negative regulation of pro-B cell differ...	3	1	1.15	6980	0.76412	0.76337	1
GO:2000978	negative regulation of forebrain neuron ...	3	1	1.15	6981	0.76412	0.76337	1
GO:2001136	negative regulation of endocytic recycli...	3	1	1.15	6982	0.76412	0.76337	1
GO:2001260	regulation of semaphorin-plexin signalin...	3	1	1.15	6983	0.76412	0.76337	1
GO:0060159	regulation of dopamine receptor signalin...	11	4	4.2	6984	0.65994	0.76337	1
GO:0099519	dense core granule cytoskeletal transpor...	11	4	4.2	6985	0.65994	0.76337	1
GO:0002155	regulation of thyroid hormone receptor s...	6	2	2.29	6986	0.73790	0.76338	1
GO:0002885	positive regulation of hypersensitivity	6	2	2.29	6987	0.73790	0.76338	1
GO:0021873	forebrain neuroblast division	6	2	2.29	6988	0.73790	0.76338	1
GO:0048069	eye pigmentation	6	2	2.29	6989	0.73790	0.76338	1
GO:0071472	cellular response to salt stress	14	5	5.35	6990	0.67262	0.76338	1
GO:0002578	negative regulation of antigen processin...	9	3	3.44	6991	0.73312	0.76338	1
GO:0014719	skeletal muscle satellite cell activatio...	9	3	3.44	6992	0.73312	0.76338	1
GO:0051135	positive regulation of NK T cell activat...	9	3	3.44	6993	0.73312	0.76338	1
GO:0099612	protein localization to axon	9	3	3.44	6994	0.73312	0.76338	1
GO:0002790	peptide secretion	261	99	99.73	6995	0.56082	0.76339	1
GO:1900449	regulation of glutamate receptor signali...	7	2	2.67	6996	0.81681	0.76340	1
GO:0008535	respiratory chain complex IV assembly	28	10	10.7	6997	0.67482	0.76340	1
GO:0045939	negative regulation of steroid metabolic...	28	10	10.7	6998	0.67482	0.76340	1
GO:0051447	negative regulation of meiotic cell cycl...	18	6	6.88	6999	0.74399	0.76341	1
GO:0042423	catecholamine biosynthetic process	21	7	8.02	7000	0.74969	0.76342	1
GO:0035442	dipeptide transmembrane transport	8	2	3.06	7001	0.87369	0.76342	1
GO:0070173	regulation of enamel mineralization	8	2	3.06	7002	0.87369	0.76342	1
GO:0021575	hindbrain morphogenesis	48	17	18.34	7003	0.70494	0.76343	1
GO:0070141	response to UV-A	14	4	5.35	7004	0.84574	0.76344	1
GO:1904251	regulation of bile acid metabolic proces...	14	4	5.35	7005	0.84574	0.76344	1
GO:0033688	regulation of osteoblast proliferation	28	9	10.7	7006	0.80260	0.76346	1
GO:0006568	tryptophan metabolic process	10	2	3.82	7007	0.94177	0.76346	1
GO:0097017	renal protein absorption	10	2	3.82	7008	0.94177	0.76346	1
GO:0014061	regulation of norepinephrine secretion	13	3	4.97	7009	0.92569	0.76347	1
GO:0044241	lipid digestion	21	6	8.02	7010	0.87309	0.76348	1
GO:0010758	regulation of macrophage chemotaxis	29	9	11.08	7011	0.83812	0.76348	1
GO:0003096	renal sodium ion transport	16	4	6.11	7012	0.91467	0.76348	1
GO:0051969	regulation of transmission of nerve impu...	16	4	6.11	7013	0.91467	0.76348	1
GO:0043501	skeletal muscle adaptation	24	7	9.17	7014	0.87042	0.76348	1
GO:0051580	regulation of neurotransmitter uptake	19	5	7.26	7015	0.90702	0.76349	1
GO:0060571	morphogenesis of an epithelial fold	25	7	9.55	7016	0.89800	0.76351	1
GO:0034698	response to gonadotropin	28	8	10.7	7017	0.89553	0.76351	1
GO:0043949	regulation of cAMP-mediated signaling	23	6	8.79	7018	0.92454	0.76352	1
GO:0031649	heat generation	18	4	6.88	7019	0.95464	0.76352	1
GO:0120193	tight junction organization	81	28	30.95	7020	0.78439	0.76353	1
GO:0098856	intestinal lipid absorption	24	6	9.17	7021	0.94258	0.76354	1
GO:0032350	regulation of hormone metabolic process	39	11	14.9	7022	0.92942	0.76358	1
GO:0070977	bone maturation	29	7	11.08	7023	0.96398	0.76359	1
GO:1900746	regulation of vascular endothelial growt...	24	5	9.17	7024	0.97940	0.76360	1
GO:0090288	negative regulation of cellular response...	105	34	40.12	7025	0.90999	0.76371	1
GO:0050951	sensory perception of temperature stimul...	30	4	11.46	7026	0.99939	0.76379	1
GO:0061035	regulation of cartilage development	72	19	27.51	7027	0.98744	0.76385	1
GO:0021515	cell differentiation in spinal cord	50	10	19.11	7028	0.99829	0.76389	1
GO:0097205	renal filtration	32	3	12.23	7029	0.99996	0.76389	1
GO:0030178	negative regulation of Wnt signaling pat...	171	70	65.34	7030	0.25441	0.76405	1
GO:0048678	response to axon injury	80	35	30.57	7031	0.18197	0.76410	1
GO:0003012	muscle system process	438	153	167.36	7032	0.93097	0.76419	1
GO:0006493	protein O-linked glycosylation	100	41	38.21	7033	0.31626	0.76439	1
GO:0002040	sprouting angiogenesis	132	53	50.44	7034	0.35335	0.76442	1
GO:0060429	epithelium development	1235	443	471.91	7035	0.96275	0.76510	1
GO:0007018	microtubule-based movement	478	151	182.65	7036	0.99903	0.76534	1
GO:0030534	adult behavior	154	55	58.85	7037	0.76429	0.76555	1
GO:0060285	cilium-dependent cell motility	217	34	82.92	7038	1.00000	0.76621	1
GO:0043410	positive regulation of MAPK cascade	456	171	174.24	7039	0.64123	0.76931	1
GO:0050714	positive regulation of protein secretion	150	57	57.32	7040	0.55222	0.77124	1
GO:0060326	cell chemotaxis	314	116	119.98	7041	0.69900	0.77204	1
GO:0051321	meiotic cell cycle	296	108	113.11	7042	0.74951	0.77826	1
GO:0048839	inner ear development	208	58	79.48	7043	0.99935	0.78559	1
GO:0000302	response to reactive oxygen species	195	102	74.51	7044	4.1e-05	0.78953	1
GO:2000146	negative regulation of cell motility	308	139	117.69	7045	0.00733	0.79025	1
GO:0007009	plasma membrane organization	172	77	65.72	7046	0.04562	0.79171	1
GO:0009416	response to light stimulus	320	150	122.28	7047	0.00089	0.79176	1
GO:0006644	phospholipid metabolic process	388	182	148.26	7048	0.00026	0.79225	1
GO:0016486	peptide hormone processing	35	14	13.37	7049	0.47704	0.79278	1
GO:1903830	magnesium ion transmembrane transport	19	7	7.26	7050	0.63339	0.79289	1
GO:0007194	negative regulation of adenylate cyclase...	16	5	6.11	7051	0.79453	0.79299	1
GO:0045779	negative regulation of bone resorption	16	5	6.11	7052	0.79453	0.79299	1
GO:0051770	positive regulation of nitric-oxide synt...	16	5	6.11	7053	0.79453	0.79299	1
GO:0055089	fatty acid homeostasis	16	5	6.11	7054	0.79453	0.79299	1
GO:0007379	segment specification	21	6	8.02	7055	0.87309	0.79309	1
GO:0007405	neuroblast proliferation	82	29	31.33	7056	0.73879	0.79313	1
GO:0001702	gastrulation with mouth forming second	27	8	10.32	7057	0.86898	0.79313	1
GO:0045921	positive regulation of exocytosis	79	30	30.19	7058	0.55974	0.79322	1
GO:0042554	superoxide anion generation	40	15	15.28	7059	0.59596	0.79323	1
GO:0055075	potassium ion homeostasis	34	12	12.99	7060	0.69698	0.79332	1
GO:0035720	intraciliary anterograde transport	19	6	7.26	7061	0.79504	0.79336	1
GO:0007340	acrosome reaction	39	10	14.9	7062	0.96580	0.79344	1
GO:0043032	positive regulation of macrophage activa...	27	8	10.32	7063	0.86898	0.79350	1
GO:0048593	camera-type eye morphogenesis	137	48	52.35	7064	0.80335	0.79375	1
GO:0003323	type B pancreatic cell development	24	10	9.17	7065	0.43866	0.79470	1
GO:0008090	retrograde axonal transport	22	9	8.41	7066	0.47670	0.79473	1
GO:0001682	tRNA 5'-leader removal	13	4	4.97	7067	0.79628	0.79490	1
GO:0002024	diet induced thermogenesis	13	4	4.97	7068	0.79628	0.79490	1
GO:0003334	keratinocyte development	13	4	4.97	7069	0.79628	0.79490	1
GO:0010867	positive regulation of triglyceride bios...	13	4	4.97	7070	0.79628	0.79490	1
GO:0043568	positive regulation of insulin-like grow...	13	4	4.97	7071	0.79628	0.79490	1
GO:0045793	positive regulation of cell size	13	4	4.97	7072	0.79628	0.79490	1
GO:0061303	cornea development in camera-type eye	13	4	4.97	7073	0.79628	0.79490	1
GO:1903238	positive regulation of leukocyte tetheri...	13	4	4.97	7074	0.79628	0.79490	1
GO:0048485	sympathetic nervous system development	22	7	8.41	7075	0.79686	0.79494	1
GO:0030902	hindbrain development	162	60	61.9	7076	0.64969	0.79499	1
GO:0002026	regulation of the force of heart contrac...	26	8	9.93	7077	0.83714	0.79500	1
GO:0002675	positive regulation of acute inflammator...	27	8	10.32	7078	0.86898	0.79504	1
GO:0032924	activin receptor signaling pathway	49	16	18.72	7079	0.82834	0.79508	1
GO:0032331	negative regulation of chondrocyte diffe...	25	8	9.55	7080	0.79948	0.79509	1
GO:0061045	negative regulation of wound healing	73	25	27.89	7081	0.79265	0.79510	1
GO:0008406	gonad development	235	86	89.8	7082	0.71791	0.79518	1
GO:0043931	ossification involved in bone maturation	26	6	9.93	7083	0.96753	0.79521	1
GO:0032963	collagen metabolic process	104	33	39.74	7084	0.92999	0.79551	1
GO:0001895	retina homeostasis	57	15	21.78	7085	0.97888	0.79551	1
GO:0048661	positive regulation of smooth muscle cel...	85	33	32.48	7086	0.49468	0.79668	1
GO:0070269	pyroptotic inflammatory response	37	15	14.14	7087	0.44612	0.79723	1
GO:0045747	positive regulation of Notch signaling p...	48	16	18.34	7088	0.79990	0.79727	1
GO:0045821	positive regulation of glycolytic proces...	25	8	9.55	7089	0.79948	0.79759	1
GO:0060045	positive regulation of cardiac muscle ce...	25	8	9.55	7090	0.79948	0.79759	1
GO:1903779	regulation of cardiac conduction	25	8	9.55	7091	0.79948	0.79759	1
GO:0050804	modulation of chemical synaptic transmis...	508	198	194.11	7092	0.37585	0.79769	1
GO:0007286	spermatid development	226	58	86.36	7093	0.99998	0.79862	1
GO:0060048	cardiac muscle contraction	142	45	54.26	7094	0.95606	0.79871	1
GO:0048565	digestive tract development	135	39	51.59	7095	0.99098	0.79919	1
GO:0030003	intracellular monoatomic cation homeosta...	525	216	200.61	7096	0.08802	0.79944	1
GO:0044458	motile cilium assembly	77	15	29.42	7097	0.99988	0.79946	1
GO:0045927	positive regulation of growth	256	109	97.82	7098	0.08400	0.79987	1
GO:0014850	response to muscle activity	32	11	12.23	7099	0.73207	0.80054	1
GO:0007141	male meiosis I	28	9	10.7	7100	0.80260	0.80061	1
GO:0007274	neuromuscular synaptic transmission	28	9	10.7	7101	0.80260	0.80061	1
GO:0032740	positive regulation of interleukin-17 pr...	28	9	10.7	7102	0.80260	0.80061	1
GO:0035116	embryonic hindlimb morphogenesis	28	9	10.7	7103	0.80260	0.80061	1
GO:0021952	central nervous system projection neuron...	30	14	11.46	7104	0.22029	0.80069	1
GO:0106072	negative regulation of adenylate cyclase...	15	8	5.73	7105	0.17304	0.80072	1
GO:0097094	craniofacial suture morphogenesis	19	7	7.26	7106	0.63339	0.80095	1
GO:0035860	glial cell-derived neurotrophic factor r...	15	5	5.73	7107	0.73878	0.80100	1
GO:0051481	negative regulation of cytosolic calcium...	15	5	5.73	7108	0.73878	0.80100	1
GO:0007341	penetration of zona pellucida	10	3	3.82	7109	0.80220	0.80100	1
GO:0018242	protein O-linked glycosylation via serin...	10	3	3.82	7110	0.80220	0.80100	1
GO:0019227	neuronal action potential propagation	10	3	3.82	7111	0.80220	0.80100	1
GO:0019372	lipoxygenase pathway	10	3	3.82	7112	0.80220	0.80100	1
GO:0030050	vesicle transport along actin filament	10	3	3.82	7113	0.80220	0.80100	1
GO:0030643	intracellular phosphate ion homeostasis	10	3	3.82	7114	0.80220	0.80100	1
GO:0030644	intracellular chloride ion homeostasis	10	3	3.82	7115	0.80220	0.80100	1
GO:0032815	negative regulation of natural killer ce...	10	3	3.82	7116	0.80220	0.80100	1
GO:0044571	[2Fe-2S] cluster assembly	10	3	3.82	7117	0.80220	0.80100	1
GO:0048672	positive regulation of collateral sprout...	10	3	3.82	7118	0.80220	0.80100	1
GO:0048843	negative regulation of axon extension in...	10	3	3.82	7119	0.80220	0.80100	1
GO:0060044	negative regulation of cardiac muscle ce...	10	3	3.82	7120	0.80220	0.80100	1
GO:0060054	positive regulation of epithelial cell p...	10	3	3.82	7121	0.80220	0.80100	1
GO:0060124	positive regulation of growth hormone se...	10	3	3.82	7122	0.80220	0.80100	1
GO:0070508	cholesterol import	10	3	3.82	7123	0.80220	0.80100	1
GO:0071223	cellular response to lipoteichoic acid	10	3	3.82	7124	0.80220	0.80100	1
GO:0071372	cellular response to follicle-stimulatin...	10	3	3.82	7125	0.80220	0.80100	1
GO:0071374	cellular response to parathyroid hormone...	10	3	3.82	7126	0.80220	0.80100	1
GO:0071578	zinc ion import across plasma membrane	10	3	3.82	7127	0.80220	0.80100	1
GO:0072488	ammonium transmembrane transport	10	3	3.82	7128	0.80220	0.80100	1
GO:1900121	negative regulation of receptor binding	10	3	3.82	7129	0.80220	0.80100	1
GO:1990416	cellular response to brain-derived neuro...	10	3	3.82	7130	0.80220	0.80100	1
GO:2000253	positive regulation of feeding behavior	10	3	3.82	7131	0.80220	0.80100	1
GO:0070493	thrombin-activated receptor signaling pa...	13	4	4.97	7132	0.79628	0.80102	1
GO:0060603	mammary gland duct morphogenesis	34	12	12.99	7133	0.69698	0.80102	1
GO:0061101	neuroendocrine cell differentiation	16	5	6.11	7134	0.79453	0.80103	1
GO:0033700	phospholipid efflux	14	4	5.35	7135	0.84574	0.80105	1
GO:0061298	retina vasculature development in camera...	20	6	7.64	7136	0.83784	0.80108	1
GO:0071577	zinc ion transmembrane transport	29	9	11.08	7137	0.83812	0.80112	1
GO:0060259	regulation of feeding behavior	26	7	9.93	7138	0.92042	0.80120	1
GO:0070528	protein kinase C signaling	24	6	9.17	7139	0.94258	0.80122	1
GO:0071467	cellular response to pH	25	6	9.55	7140	0.95666	0.80125	1
GO:0008206	bile acid metabolic process	51	14	19.49	7141	0.96064	0.80143	1
GO:0006937	regulation of muscle contraction	165	49	63.05	7142	0.99124	0.80222	1
GO:0050873	brown fat cell differentiation	55	21	21.02	7143	0.55269	0.80366	1
GO:0031667	response to nutrient levels	506	233	193.35	7144	0.00016	0.80370	1
GO:0060021	roof of mouth development	94	35	35.92	7145	0.61562	0.80383	1
GO:0006749	glutathione metabolic process	50	16	19.11	7146	0.85366	0.80415	1
GO:0098742	cell-cell adhesion via plasma-membrane a...	281	54	107.37	7147	1.00000	0.80584	1
GO:0050796	regulation of insulin secretion	178	74	68.02	7148	0.19728	0.80614	1
GO:0072594	establishment of protein localization to...	571	296	218.19	7149	1.4e-11	0.80983	1
GO:0000348	mRNA branch site recognition	57	19	21.78	7150	0.81410	0.81137	1
GO:0040012	regulation of locomotion	1061	456	405.42	7151	0.00061	0.81180	1
GO:0046903	secretion	986	396	376.76	7152	0.10409	0.81427	1
GO:0007165	signal transduction	5946	2329	2272.04	7153	0.03582	0.81435	1
GO:0030219	megakaryocyte differentiation	66	39	25.22	7154	0.00046	0.81479	1
GO:0031110	regulation of microtubule polymerization...	98	51	37.45	7155	0.00363	0.81480	1
GO:0016126	sterol biosynthetic process	67	38	25.6	7156	0.00159	0.81489	1
GO:0030258	lipid modification	197	87	75.28	7157	0.04992	0.81493	1
GO:0060538	skeletal muscle organ development	192	85	73.37	7158	0.04914	0.81494	1
GO:0005980	glycogen catabolic process	26	15	9.93	7159	0.03431	0.81544	1
GO:0090659	walking behavior	41	19	15.67	7160	0.18046	0.81556	1
GO:0033631	cell-cell adhesion mediated by integrin	18	9	6.88	7161	0.21380	0.81565	1
GO:0036065	fucosylation	17	8	6.5	7162	0.30345	0.81570	1
